year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2017,Conecuh County,Alabama,12649,6040,6609,91.4,798,910,602,797,770,1170,1381,1659,1020,878,1612,700,352,44.5,2774,10118,9875,9370,3125,2664,9875,4696,5179,90.7,2664,1201,1463,82.1,12649,12400,249,12400,6494,5879,21,21,0,0,0,4,0,1,35,0,4,0,0,0,0,0,0,0,0,0,2,249,10,88,33,74,12649,6625,6007,183,37,44,2,12649,231,222,0,0,9,12418,6362,5855,21,4,0,2,174,0,174,7125,9812,4668,5144
2017,Greene County,Alabama,8533,4058,4475,90.7,514,439,688,527,535,1002,753,1043,680,699,915,496,242,42.0,1999,6681,6534,6260,2197,1653,6534,3010,3524,85.4,1653,688,965,-666666666.0,8533,8366,167,8366,1459,6853,54,13,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,8533,1609,6984,168,0,0,53,8533,101,37,63,0,1,8432,1459,6851,54,0,0,0,68,17,51,5056,6533,3010,3523
2017,Barbour County,Alabama,26201,13976,12225,114.3,1436,1460,1678,1457,1736,3761,3195,3531,1797,1579,2781,1370,420,39.7,5514,21241,20687,19764,5515,4571,20687,11174,9513,117.5,4571,1981,2590,76.5,26201,25985,216,25985,12200,12588,54,16,0,8,0,165,13,1,5,0,8,0,50,0,94,0,0,0,0,0,978,216,50,81,63,0,26201,12394,12660,135,232,0,996,26201,1104,913,53,3,135,25097,11985,12528,46,152,0,176,210,12,198,11918,20269,10852,9417
2017,Bibb County,Alabama,22580,12251,10329,118.6,1279,1238,1320,1465,1419,3252,2960,3401,1473,1371,1959,1128,315,39.8,4728,18415,17852,16788,4292,3402,17852,9619,8233,116.8,3402,1488,1914,77.7,22580,22392,188,22392,17323,4979,82,66,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,8,188,101,87,0,0,22580,17511,5080,169,0,0,8,22580,531,168,22,8,333,22049,16849,4959,82,0,0,0,159,0,159,9112,17662,9525,8137
2017,Bullock County,Alabama,10478,5616,4862,115.5,611,659,524,621,686,1177,1607,1554,668,781,1011,435,144,40.8,2166,8517,8312,7978,2021,1590,8312,4577,3735,122.5,1590,671,919,73.0,10478,10409,69,10409,2299,7925,110,31,0,0,0,73,17,1,11,36,0,0,20,0,0,0,0,0,0,0,2,69,0,69,0,0,10478,2368,7925,179,73,0,2,10478,35,0,33,0,2,10443,2264,7925,110,73,0,2,69,0,69,4516,8212,4577,3635
2017,Calhoun County,Alabama,115527,55593,59934,92.8,6556,6995,7209,7811,7981,14938,13983,15199,7740,8110,11270,5695,2040,39.1,25430,93148,90097,85308,23644,19005,90097,42611,47486,89.7,19005,8078,10927,73.9,115527,112896,2631,112896,86136,23735,413,143,0,0,0,1149,114,1,15,149,129,24,239,236,258,7,0,0,7,0,1456,2631,1252,793,181,54,115527,88613,25229,1422,1514,64,1588,115527,4121,2702,707,110,602,111406,84006,23553,213,1149,7,48,2430,20,2410,53655,88383,41857,46526
2017,Chambers County,Alabama,33895,16320,17575,92.9,2055,1734,2211,1901,2296,3937,3895,4730,2635,2201,3710,1771,819,43.0,7256,27447,26639,25623,7593,6300,26639,12604,14035,89.8,6300,2636,3664,71.9,33895,33561,334,33561,19552,13335,95,41,11,0,0,339,36,1,17,26,20,1,243,0,13,0,0,0,0,0,240,334,210,77,28,0,33895,19867,13545,172,386,0,259,33895,730,363,4,253,110,33165,19045,13335,95,339,0,17,334,19,315,16989,26259,12298,13961
2017,Clarke County,Alabama,24625,11649,12976,89.8,1366,1392,1668,1650,1628,2607,2948,3432,1800,1590,2544,1403,597,42.2,5514,19863,19111,18168,5544,4544,19111,8907,10204,87.3,4544,1991,2553,78.0,24625,24517,108,24517,13108,11246,14,3,0,0,0,127,48,1,25,54,25,0,0,0,0,22,22,0,0,0,0,108,96,5,0,0,24625,13216,11342,19,127,22,7,24625,58,24,15,0,19,24567,13057,11246,14,127,22,0,101,0,101,12704,19087,8893,10194
2017,Fayette County,Alabama,16657,8191,8466,96.8,913,919,1045,1115,950,1826,1947,2223,1115,1265,1961,978,400,43.6,3598,13535,13059,12495,4093,3339,13059,6254,6805,91.9,3339,1460,1879,77.7,16657,16337,320,16337,14240,2019,0,0,0,0,0,78,18,1,57,29,0,8,0,18,5,0,0,0,0,0,0,320,174,63,4,0,16657,14481,2272,63,93,68,0,16657,277,115,38,0,124,16380,14163,1917,0,78,0,0,222,0,222,8453,13044,6254,6790
2017,Montgomery County,Alabama,227120,107470,119650,89.8,15331,15512,14258,15205,17496,33006,28534,28451,15113,13010,17922,9669,3613,35.9,53951,179373,173169,163470,39084,31204,173169,80148,93021,86.2,31204,12985,18219,71.3,227120,222945,4175,222945,84134,130076,404,158,19,0,1,5567,1383,1,101,595,181,146,2446,143,673,51,9,10,24,8,2713,4175,1149,590,901,198,227120,87264,132123,1456,7156,193,3470,227120,7628,4444,390,121,2673,219492,79926,129745,296,5517,37,188,3783,451,3332,103967,167305,77289,90016
2017,Marshall County,Alabama,94738,46771,47967,97.5,6367,6347,6809,6230,5737,11603,11831,12345,6003,5772,9383,4741,1570,38.8,23549,73909,71189,68154,19096,15694,71189,34574,36615,94.4,15694,6880,8814,78.1,94738,92983,1755,92983,87765,2091,654,265,0,0,0,534,290,1,95,18,104,62,7,38,15,48,45,2,0,1,1891,1755,557,729,148,26,94738,89361,2759,1417,741,61,2166,94738,12600,8068,230,497,3805,82138,77467,2084,439,534,48,51,1515,63,1452,40590,65777,31461,34316
2017,Blount County,Alabama,57667,28490,29177,97.6,3496,3636,4034,3801,3225,6700,7131,8169,3875,3592,6038,3098,872,40.9,13565,45924,44102,42073,12141,10008,44102,21621,22481,96.2,10008,4430,5578,79.4,57667,56681,986,56681,55045,915,212,53,0,0,0,84,4,1,9,24,26,2,13,0,15,0,0,0,0,0,425,986,266,454,129,0,57667,56001,1201,709,286,53,466,57667,5197,4744,167,48,238,52470,50381,879,193,84,0,126,807,0,807,24161,42513,20683,21830
2017,Henry County,Alabama,17110,8208,8902,92.2,920,897,1105,992,1073,1599,2201,2228,1261,1246,2165,989,434,43.5,3581,13972,13529,13039,4436,3588,13529,6380,7149,89.2,3588,1588,2000,79.4,17110,16959,151,16959,12144,4762,5,0,0,5,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,48,151,43,69,0,0,17110,12284,4819,77,36,25,48,17110,435,318,0,32,85,16675,11757,4762,5,0,0,0,151,0,151,9055,13377,6275,7102
2017,Madison County,Alabama,353213,172568,180645,95.5,20661,21015,23125,23817,24839,48585,43015,52641,25475,20659,28399,15504,5478,38.2,78901,283489,274312,260173,60956,49381,274312,132488,141824,93.4,49381,21548,27833,77.4,353213,342726,10487,342726,242114,85332,2172,1385,0,17,1,9034,1819,1,89,1463,934,568,1863,1335,1052,341,85,138,69,49,3733,10487,2501,2610,2075,931,353213,250582,90285,6298,11977,835,4575,353213,16734,9992,2847,733,3162,336479,230104,84675,2018,8957,316,970,9439,135,9304,157000,265022,127686,137336
2017,Autauga County,Alabama,55036,26899,28137,95.6,3138,3869,3920,3881,3471,6822,7476,7973,3963,2680,4633,2365,845,37.8,13509,42974,41527,39357,9213,7843,41527,19931,21596,92.3,7843,3411,4432,77.0,55036,54116,920,54116,42159,10510,169,86,0,43,0,516,0,1,1,119,105,27,0,250,15,43,0,43,0,0,719,920,267,270,284,0,55036,43036,10777,458,824,123,738,55036,1467,875,301,102,189,53569,41509,10419,169,516,12,43,901,0,901,23152,41016,19642,21374
2017,Tallapoosa County,Alabama,40756,19616,21140,92.8,2217,2611,2303,2675,2341,4300,4452,5561,3290,2906,4928,2338,834,43.3,8675,33010,32081,30500,9664,8100,32081,15312,16769,91.3,8100,3657,4443,82.3,40756,40437,319,40437,28455,11216,176,54,0,0,0,160,0,1,123,157,2,0,0,0,1,0,0,0,0,0,430,319,118,78,66,0,40756,28773,11335,290,262,0,451,40756,968,789,18,2,159,39788,28081,11072,176,160,0,0,299,1,298,22258,31773,15099,16674
2017,Geneva County,Alabama,26572,13008,13564,95.9,1464,1616,1726,1667,1433,2957,3258,3642,2093,1657,2937,1680,442,42.7,5899,21448,20673,19779,5918,5059,20673,9961,10712,93.0,5059,2256,2803,80.5,26572,26013,559,26013,23014,2440,179,80,0,0,0,106,0,1,61,94,0,1,2,0,9,0,0,0,0,0,274,559,296,232,12,0,26572,23573,2736,430,137,0,274,26572,1004,724,67,142,71,25568,22318,2440,162,106,0,0,542,0,542,12756,20489,9879,10610
2017,Wilcox County,Alabama,10919,5096,5823,87.5,548,568,1028,837,696,1191,1239,1328,733,806,1114,589,242,40.5,2701,8560,8218,7677,2468,1945,8218,3816,4402,86.7,1945,831,1114,74.6,10919,10869,50,10869,2937,7874,6,0,0,3,0,0,0,1,131,0,0,0,0,0,0,0,0,0,0,0,52,50,30,20,0,0,10919,2987,7904,26,0,0,52,10919,52,0,0,0,52,10867,2937,7874,6,0,0,0,50,0,50,5709,8218,3816,4402
2017,Coosa County,Alabama,10955,5474,5481,99.9,388,473,672,617,688,1054,1397,1490,1031,841,1325,735,244,45.9,1905,9295,9050,8584,2799,2304,9050,4553,4497,101.2,2304,1059,1245,85.1,10955,10814,141,10814,7165,3640,9,8,0,0,1,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,141,136,5,0,0,10955,7306,3776,14,0,0,0,10955,16,9,7,0,0,10939,7150,3640,8,0,0,0,141,0,141,6527,8989,4535,4454
2017,Aleutians West Census Area,Alaska,5784,3539,2245,157.6,246,371,233,283,504,1034,894,1076,436,388,259,50,10,37.7,983,4892,4801,4562,501,319,4801,3071,1730,177.5,319,166,153,108.5,5784,5359,425,5359,1723,295,680,21,0,0,0,2213,9,2,16,0,1881,48,15,240,20,150,18,7,98,27,298,425,8,114,92,4,5784,2027,355,858,2410,231,399,5784,780,541,3,0,236,5004,1435,291,665,2182,148,11,272,6,266,1980,3565,2413,1152
2017,Bristol Bay Borough,Alaska,917,532,385,138.2,48,52,66,53,48,97,127,165,97,75,55,28,6,41.8,209,740,708,695,133,89,708,425,283,150.2,89,58,31,187.1,917,835,82,835,477,4,317,0,0,0,0,13,0,2,60,0,10,0,3,0,0,3,0,0,0,3,21,82,0,59,3,4,917,539,8,396,22,13,21,917,41,15,2,0,24,876,461,4,315,13,3,0,80,0,80,941,694,417,277
2017,Kodiak Island Borough,Alaska,13773,7370,6403,115.1,1101,1082,865,993,764,2520,1760,1740,1033,708,891,280,36,33.1,3617,10482,10156,9480,1573,1207,10156,5421,4735,114.5,1207,586,621,94.4,13773,12787,986,12787,7402,27,1825,0,0,0,20,3048,4,2,150,46,2813,34,13,0,138,157,130,2,25,0,328,986,26,487,45,0,13773,8097,79,2581,3254,193,634,13773,1219,679,71,22,447,12554,6901,23,1744,3044,129,32,681,16,665,5373,8861,4694,4167
2017,Northwest Arctic Borough,Alaska,7715,4168,3547,117.5,794,832,664,647,683,1194,801,856,393,292,333,172,54,26.6,2694,5300,5021,4686,738,559,5021,2767,2254,122.8,559,257,302,85.1,7715,7419,296,7419,901,58,6311,0,0,0,0,68,3,2,188,0,32,5,19,0,9,1,1,0,0,0,80,296,10,190,35,10,7715,1165,81,6559,137,36,81,7715,196,145,4,2,45,7519,856,42,6297,68,1,0,255,1,254,2713,4964,2744,2220
2017,Bethel Census Area,Alaska,17957,9435,8522,110.7,1885,1818,1680,1575,1421,2688,1950,1977,881,815,902,282,83,26.9,6403,12200,11554,10712,1745,1267,11554,6097,5457,111.7,1267,600,667,90.0,17957,17197,760,17197,1968,120,14847,2,0,10,0,165,5,2,50,10,39,2,104,0,5,4,2,0,0,2,93,760,29,553,11,25,17957,2570,215,15521,278,50,125,17957,393,310,48,0,35,17564,1826,120,14729,165,4,0,720,0,720,5995,11357,5997,5360
2017,North Slope Borough,Alaska,9757,6097,3660,166.6,741,709,642,588,587,1704,1116,1474,1039,562,427,148,20,34.6,2495,7551,7262,6985,907,595,7262,4729,2533,186.7,595,343,252,136.1,9757,9151,606,9151,3113,64,5084,2,0,2,0,565,10,2,185,30,394,12,24,5,90,185,50,1,83,51,140,606,10,328,31,37,9757,3553,203,5617,639,302,158,9757,401,190,59,0,152,9356,3052,53,4971,542,159,0,579,0,579,2591,7083,4649,2434
2017,Sitka City and Borough,Alaska,8810,4520,4290,105.4,450,578,612,548,454,1267,1218,1172,682,604,732,336,157,38.9,1977,7106,6833,6522,1571,1225,6833,3447,3386,101.8,1225,586,639,91.7,8810,7757,1053,7757,5712,85,1262,29,5,0,3,608,3,2,220,3,558,0,21,10,13,37,28,9,0,0,53,1053,19,735,109,14,8810,6660,123,2135,770,64,144,8810,555,296,62,10,187,8255,5498,85,1158,590,37,0,887,32,855,4175,6556,3328,3228
2017,Fairbanks North Star Borough,Alaska,100031,53967,46064,117.2,7830,7072,5877,6330,11069,18337,12083,11484,5999,5291,6114,2076,469,31.0,24153,78105,75878,71001,11534,8659,75878,41479,34399,120.6,8659,4415,4244,104.0,100031,91969,8062,91969,76189,4251,6847,230,347,11,85,3132,115,2,90,326,1284,203,505,79,620,535,160,83,286,6,1015,8062,1644,3911,1145,191,100031,83815,6717,11473,4807,873,1214,100031,7714,3901,1885,187,1741,92317,71100,4006,6286,2999,447,114,7365,47,7318,43866,73708,40542,33166
2017,Ketchikan Gateway Borough,Alaska,13745,7065,6680,105.8,849,864,815,818,885,1838,1687,1985,1053,1090,1234,437,190,39.5,3068,10963,10677,10179,2568,1861,10677,5517,5160,106.9,1861,932,929,100.3,13745,12451,1294,12451,9234,75,1942,24,0,0,0,1103,58,2,130,22,928,7,28,5,55,5,0,4,0,1,92,1294,70,802,143,16,13745,10422,230,2925,1369,127,118,13745,655,385,99,21,150,13090,8854,75,1860,1066,5,58,1172,6,1166,6310,10238,5319,4919
2017,Matanuska-Susitna Borough,Alaska,101135,52767,48368,109.1,7400,7456,8113,7062,6550,14089,13303,13603,7201,6140,7064,2525,629,34.9,27559,76585,73576,69803,13545,10218,73576,38544,35032,110.0,10218,5206,5012,103.9,101135,92559,8576,92559,84138,1138,5193,87,104,11,87,1313,31,2,170,99,575,59,177,18,354,196,35,54,44,63,581,8576,701,5462,916,164,101135,92155,2307,11228,2783,851,893,101135,4666,2546,731,98,1291,96469,80824,1033,5041,1311,177,232,7851,120,7731,41704,72100,37943,34157
2017,Nome Census Area,Alaska,9869,5250,4619,113.7,979,995,904,789,759,1508,1097,1104,583,432,510,171,38,27.9,3402,6852,6467,6075,932,719,6467,3494,2973,117.5,719,383,336,114.0,9869,9129,740,9129,1616,75,7257,4,0,0,0,141,0,2,180,5,76,8,8,43,1,29,20,0,0,9,11,740,7,586,27,52,9869,2279,143,7958,205,50,14,9869,234,155,35,24,20,9635,1466,75,7207,137,29,0,721,0,721,4082,6341,3408,2933
2017,Dillingham Census Area,Alaska,4974,2585,2389,108.2,486,434,383,390,405,713,551,562,349,299,256,116,30,30.1,1544,3601,3430,3197,578,402,3430,1819,1611,112.9,402,214,188,-666666666.0,4974,4629,345,4629,868,22,3627,4,0,4,0,75,0,2,70,1,53,0,4,17,0,0,0,0,0,0,37,345,3,251,3,18,4974,1146,56,3961,130,7,37,4974,155,133,7,0,15,4819,808,22,3579,75,0,0,335,0,335,2444,3393,1795,1598
2017,Haines Borough,Alaska,2537,1323,1214,109.0,165,118,136,146,105,343,255,322,220,157,487,74,9,45.0,500,2078,2037,1898,644,570,2037,1079,958,112.6,570,323,247,130.8,2537,2370,167,2370,2033,1,194,0,0,0,0,100,0,2,100,3,83,0,0,0,14,5,0,0,0,5,37,167,22,118,14,3,2537,2191,26,319,124,11,37,2537,71,50,0,0,21,2466,2003,1,190,100,5,0,167,0,167,1619,1950,1010,940
2017,Yakutat City and Borough,Alaska,682,366,316,115.8,48,35,47,29,43,92,100,99,47,47,63,22,10,39.4,149,548,533,514,126,95,533,308,225,136.9,95,54,41,131.7,682,571,111,571,314,6,198,0,0,2,0,37,0,2,282,3,24,6,0,4,0,9,0,2,0,7,7,111,0,78,5,3,682,418,9,295,62,15,11,682,38,26,0,0,12,644,298,6,193,37,9,0,101,0,101,400,522,308,214
2017,Juneau City and Borough,Alaska,32434,16663,15771,105.7,1929,2038,1860,2043,2218,4735,4415,4719,2570,2228,2584,734,361,38.0,7095,26154,25339,24145,4801,3679,25339,12957,12382,104.6,3679,1781,1898,93.8,32434,29429,3005,29429,22360,343,3611,61,0,10,0,2381,147,2,110,131,1890,70,48,5,90,311,115,0,131,65,423,3005,117,1598,350,132,32434,24992,723,5866,3126,592,608,32434,2067,680,458,31,898,30367,21214,330,3500,2176,311,137,2699,9,2690,13451,24151,12272,11879
2017,Lake and Peninsula Borough,Alaska,1301,661,640,103.3,87,108,103,91,123,199,146,159,96,91,64,26,8,32.3,365,987,936,892,149,98,936,497,439,113.2,98,44,54,81.5,1301,1213,88,1213,292,9,879,2,0,0,0,28,0,2,164,0,28,0,0,0,0,3,1,0,2,0,2,88,1,42,28,4,1301,363,14,934,61,15,2,1301,20,20,0,0,0,1281,283,9,868,28,3,2,88,0,88,1406,911,489,422
2017,Southeast Fairbanks Census Area,Alaska,6889,3813,3076,124.0,499,495,570,469,383,943,810,922,542,416,582,194,64,36.6,1862,5214,5027,4729,1096,840,5027,2870,2157,133.1,840,474,366,129.5,6889,6483,406,6483,5380,119,794,0,0,6,5,132,0,2,240,47,13,25,22,0,25,3,3,0,0,0,55,406,92,229,19,0,6889,5781,225,1042,156,36,69,6889,356,199,59,0,98,6533,5162,99,794,132,3,0,343,12,331,3915,4717,2641,2076
2017,Yukon-Koyukuk Census Area,Alaska,5453,2936,2517,116.6,429,461,377,390,346,739,580,648,425,373,467,167,51,34.7,1522,4105,3931,3731,902,685,3931,2158,1773,121.7,685,380,305,124.6,5453,5151,302,5151,1231,5,3869,2,1,2,2,40,0,2,290,0,32,0,8,0,0,0,0,0,0,0,6,302,7,274,0,6,5453,1521,26,4163,40,4,9,5453,117,65,23,0,29,5336,1164,5,3841,40,0,0,286,0,286,4067,3900,2144,1756
2017,Anchorage Municipality,Alaska,298225,152311,145914,104.4,22025,20097,19953,18751,25089,51650,38243,38476,20333,15460,18611,6866,2671,33.1,73861,231729,224364,212696,36791,28148,224364,114350,110014,103.9,28148,13172,14976,88.0,298225,269210,29015,269210,189826,16335,21682,148,150,150,178,27815,456,2,20,1258,13304,964,3723,641,7469,7069,811,283,4530,1445,6483,29015,4045,12569,4658,1055,298225,215326,23417,37535,35709,9515,8526,298225,26415,14847,3352,372,7844,271810,176518,15649,20345,27383,6941,698,24276,327,23949,115748,213885,109947,103938
2017,Aleutians East Borough,Alaska,3338,2049,1289,159.0,96,115,141,162,269,478,482,844,241,236,209,41,24,42.7,446,2947,2892,2785,430,274,2892,1800,1092,164.8,274,143,131,109.2,3338,3131,207,3131,574,175,1273,0,0,0,24,874,0,2,13,0,814,8,0,33,19,46,0,0,10,36,189,207,2,102,23,0,3338,731,188,1426,936,61,224,3338,324,189,10,0,125,3014,516,160,1249,871,46,0,172,0,172,1051,2057,1233,824
2017,Denali Borough,Alaska,2303,1168,1135,102.9,81,67,113,134,318,317,281,342,169,307,116,58,0,38.4,325,2023,1978,1808,368,174,1978,975,1003,97.2,174,111,63,176.2,2303,2080,223,2080,1912,4,50,0,2,0,0,109,0,2,68,14,19,10,0,0,66,0,0,0,0,0,5,223,1,60,114,1,2303,2093,14,117,264,39,5,2303,17,17,0,0,0,2286,1905,4,50,109,0,5,213,0,213,1669,1807,875,932
2017,Valdez-Cordova Census Area,Alaska,9439,4901,4538,108.0,552,750,583,503,659,1296,1095,1412,799,672,898,163,57,40.0,2228,7371,7211,6984,1459,1118,7211,3875,3336,116.2,1118,641,477,134.4,9439,8643,796,8643,6908,13,1342,0,0,0,0,267,0,2,261,11,166,6,0,44,40,58,33,3,19,3,55,796,5,414,98,12,9439,7508,46,1891,496,269,93,9439,453,112,102,0,239,8986,6628,13,1253,267,58,3,764,15,749,6169,7110,3817,3293
2017,Kenai Peninsula Borough,Alaska,57961,30261,27700,109.2,3661,3516,3786,3713,3325,7184,6848,7794,4980,4577,5846,1946,785,40.6,13318,46161,44643,42628,11152,8577,44643,23489,21154,111.0,8577,4513,4064,111.0,57961,54486,3475,54486,48462,311,4229,95,20,0,23,863,0,2,122,65,563,20,91,44,80,191,145,20,17,9,430,3475,220,2406,370,38,57961,51705,660,6910,1469,401,519,57961,2293,1087,291,38,877,55668,46943,300,4127,863,191,91,3153,0,3153,31016,44070,23239,20831
2017,Hoonah-Angoon Census Area,Alaska,2146,1123,1023,109.8,113,119,69,78,116,194,234,359,219,237,297,91,20,48.9,350,1831,1796,1749,580,408,1796,983,813,120.9,408,235,173,135.8,2146,1967,179,1967,982,62,839,0,2,0,0,58,0,2,105,15,21,12,10,0,0,2,0,0,0,2,24,179,12,124,19,17,2146,1141,95,987,80,2,24,2146,117,93,4,0,20,2029,935,59,800,58,2,0,175,0,175,1649,1713,941,772
2017,Skagway Municipality,Alaska,1038,594,444,133.8,41,39,30,49,50,180,175,182,117,58,87,25,5,42.9,136,924,902,879,146,117,902,535,367,145.8,117,71,46,154.3,1038,986,52,986,859,9,69,0,0,4,0,42,8,2,230,0,24,0,0,10,0,0,0,0,0,0,7,52,1,26,12,0,1038,902,10,95,67,0,20,1038,71,58,0,0,13,967,816,2,55,42,0,5,47,9,38,654,870,516,354
2017,Prince of Wales-Hyder Census Area,Alaska,6473,3509,2964,118.4,388,437,453,407,333,789,729,988,568,486,636,224,35,41.0,1537,5103,4936,4718,1129,895,4936,2707,2229,121.4,895,505,390,129.5,6473,5815,658,5815,3044,10,2632,0,15,13,0,74,0,2,198,8,49,10,0,7,0,40,3,13,0,24,15,658,9,566,17,15,6473,3675,36,3237,105,57,37,6473,238,180,3,0,55,6235,2931,10,2579,74,40,4,597,9,588,3411,4875,2690,2185
2017,Wrangell City and Borough,Alaska,2475,1280,1195,107.1,113,110,162,146,87,276,202,351,272,201,265,266,24,49.1,481,2060,1994,1924,636,555,1994,1027,967,106.2,555,272,283,96.1,2475,2262,213,2262,1632,4,548,0,7,0,0,77,0,2,275,0,42,0,10,0,25,0,0,0,0,0,1,213,2,193,0,0,2475,1836,6,757,88,7,1,2475,78,65,8,4,1,2397,1595,4,510,77,0,0,211,0,211,1466,1923,976,947
2017,Petersburg Borough,Alaska,3275,1724,1551,111.2,218,196,222,187,273,307,396,432,266,230,371,116,61,41.7,738,2608,2537,2417,683,548,2537,1347,1190,113.2,548,272,276,98.6,3275,3022,253,3022,2495,19,235,3,0,0,0,222,0,2,195,36,101,17,15,3,50,36,10,0,8,18,15,253,7,113,45,5,3275,2699,35,398,329,74,18,3275,346,197,16,4,129,2929,2199,19,216,220,36,2,237,0,237,1828,2419,1301,1118
2017,Kusilvak Census Area,Alaska,8129,4342,3787,114.7,1013,860,862,779,692,1265,727,830,427,235,280,145,14,24.0,3229,5233,4900,4470,544,439,4900,2644,2256,117.2,439,196,243,80.7,8129,7791,338,7791,326,63,7359,0,0,0,0,41,0,2,158,1,39,0,1,0,0,0,0,0,0,0,2,338,0,277,3,30,8129,614,101,7694,49,15,2,8129,132,73,0,0,59,7997,307,35,7282,41,0,2,330,0,330,2244,4813,2563,2250
2017,Pima County,Arizona,1007257,495714,511543,96.9,59164,60985,60725,68717,90677,124867,114537,117708,64063,63094,103745,56884,22091,38.2,218316,814161,788941,737538,220243,182720,788941,384381,404560,95.0,182720,82789,99931,82.8,1007257,962038,45219,962038,774499,34872,34765,520,210,2985,338,27969,3340,4,19,7741,4957,1977,2153,4362,3439,1582,516,200,256,610,88351,45219,7979,8575,8877,1597,1007257,811721,48369,50280,40753,3920,101935,1007257,368612,333015,6804,2311,26482,638645,529974,32055,24358,26646,1371,1279,22962,823,22139,453948,726019,354092,371927
